gu,Date,offense,Count
MAHAYAG,2022-10-01,COMPUTER FRAUD,2
CAWAYAN,2022-10-01,DATA BREACH,2
WINES,2022-10-01,ILLEGAL POSSESSION OF FIREARM,4
BARANGAY 14-B,2022-10-01,DRUNK DRIVING,4
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2022-10-01,THREATS,6
76-A BUCANA,2022-10-01,DATA BREACH,3
SIRIB,2022-10-01,THREATS,2
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",2022-10-01,ILLEGAL DRUGS,2
COMMUNAL,2022-10-01,COMPUTER FRAUD,2
MARAPANGI,2022-10-01,ILLEGAL POSSESSION OF FIREARM,7
COMMUNAL,2022-10-01,THREATS,2
MABUHAY,2022-10-01,COMPUTER FRAUD,1
ALFONSO ANGLIONGTO SR,2022-10-01,UNAUTHORIZED ACCESS,3
BARANGAY 11-A,2022-10-01,THREATS,4
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2022-10-01,DRUNK DRIVING,3
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2022-10-01,DRUNK DRIVING,3
BARANGAY 13-B,2022-10-01,ONLINE SCAM,3
BUNAWAN (POB.),2022-10-01,UNAUTHORIZED ACCESS,3
BAO JOAQUIN,2022-10-01,ILLEGAL GAMBLING,5
BARANGAY 38-D (OB.),2022-10-01,IDENTITY THEFT,2
BARANGAY 3-A (POB.),2022-10-01,ILLEGAL POSSESSION OF FIREARM,5
PANALUM,2022-10-01,COMPUTER FRAUD,4
BAGO OSHIRO,2022-10-01,VANDALISM,3
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2022-10-01,VANDALISM,4
EDEN,2022-10-01,DISTURBANCE,2
LASANG,2022-10-01,UNAUTHORIZED ACCESS,3
TAMAYONG,2022-10-01,ILLEGAL POSSESSION OF FIREARM,2
TIGATTO,2022-10-01,MURDER,3
BARANGAY 5-A (POB.),2022-10-01,THEFT,6
LASANG,2022-10-01,DRUNK DRIVING,2
76-A (BUCANA),2022-10-01,IDENTITY THEFT,4
MALAGOS,2022-10-01,DRUNK DRIVING,4
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2022-10-01,ILLEGAL GAMBLING,4
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2022-10-01,IDENTITY THEFT,3
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2022-10-01,DRUNK DRIVING,5
BARANGAY 14-B,2022-10-01,HACKING,2
FATIMA (BENOWANG),2022-10-01,CYBER LIBEL,4
BAGO OSHIRO,2022-10-01,ONLINE SCAM,4
RIVERSIDE,2022-10-01,DATA BREACH,1
SALAYSAY,2022-10-01,ILLEGAL POSSESSION OF FIREARM,6
MABUHAY,2022-10-01,THEFT,3
SUBASTA,2022-10-01,DISTURBANCE,7
COMMUNAL,2022-10-01,MURDER,3
PAMPANGA,2022-11-01,DATA BREACH,2
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",2022-11-01,ONLINE SCAM,4
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2022-11-01,RAPE,3
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2022-11-01,THREATS,2
BINUGAO,2022-11-01,ROBBERY,7
MALABOG,2022-11-01,DISTURBANCE,3
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2022-11-01,RAPE,5
WANGAN,2022-11-01,MURDER,6
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2022-11-01,ILLEGAL GAMBLING,3
MARILOG,2022-11-01,ILLEGAL GAMBLING,4
MATINA PANGI,2022-11-01,ROBBERY,3
TAMUGAN,2022-11-01,PHYSICAL INJURY,2
BARANGAY 17-B,2022-11-01,ROBBERY,2
PANACAN,2022-11-01,CYBER LIBEL,1
SALOY,2022-11-01,THREATS,4
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2022-11-01,ROBBERY,5
TAMAYONG,2022-11-01,PHYSICAL INJURY,2
NEW VALENCIA,2022-11-01,UNAUTHORIZED ACCESS,4
BINUGAO,2022-11-01,RAPE,6
GUMALANG,2022-11-01,ONLINE SCAM,1
GUMITAN,2022-11-01,DISTURBANCE,7
TIBUNGCO,2022-11-01,PHYSICAL INJURY,2
VICENTE HIZON SR.,2022-11-01,ILLEGAL DRUGS,5
SASA,2022-11-01,THEFT,4
MARILOG,2022-11-01,DATA BREACH,3
BAGO OSHIRO,2022-11-01,THREATS,7
TIBUNGCO,2022-11-01,DRUNK DRIVING,7
BANGKAS HEIGHTS,2022-11-01,MURDER,3
BARANGAY 13-B,2022-11-01,IDENTITY THEFT,3
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",2022-11-01,RAPE,7
TUGBOK (POB.),2022-11-01,ILLEGAL GAMBLING,6
GUMITAN,2022-11-01,COMPUTER FRAUD,4
BARANGAY 27-C,2022-11-01,ONLINE SCAM,2
BAGANIHAN,2022-11-01,ILLEGAL POSSESSION OF FIREARM,3
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2022-11-01,COMPUTER FRAUD,3
PANACAN,2022-11-01,PHYSICAL INJURY,6
WINES,2022-11-01,UNAUTHORIZED ACCESS,4
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2022-11-01,ILLEGAL GAMBLING,6
MALABOG,2022-11-01,VANDALISM,6
SUBASTA,2022-11-01,RAPE,5
TAPAK,2022-11-01,DATA BREACH,2
BARANGAY 39-D (POB.),2022-11-01,UNAUTHORIZED ACCESS,2
WANGAN,2022-11-01,ONLINE SCAM,2
LACSON,2022-11-01,THEFT,6
TIGATTO,2022-11-01,DISTURBANCE,5
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2022-11-01,ONLINE SCAM,4
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2022-11-01,VANDALISM,2
TAMBOBONG,2022-11-01,DATA BREACH,4
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2022-11-01,ONLINE SCAM,3
BARANGAY 14-B,2022-11-01,ROBBERY,7
TAMUGAN,2022-11-01,ILLEGAL GAMBLING,4
BAGO OSHIRO,2022-11-01,PHYSICAL INJURY,4
MINTAL,2022-11-01,DRUNK DRIVING,2
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2022-11-01,VANDALISM,6
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2022-11-01,IDENTITY THEFT,3
SASA,2022-11-01,COMPUTER FRAUD,4
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2022-11-01,DISTURBANCE,2
BAGO OSHIRO,2022-11-01,ILLEGAL GAMBLING,3
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2022-11-01,ILLEGAL POSSESSION OF FIREARM,7
MALAGOS,2022-11-01,CYBER LIBEL,1
76-A BUCANA,2022-11-01,CYBER LIBEL,3
RIVERSIDE,2022-11-01,DATA BREACH,2
TIBUNGCO,2022-11-01,UNAUTHORIZED ACCESS,4
RIVERSIDE,2022-11-01,IDENTITY THEFT,4
BARANGAY 26-C,2022-11-01,MURDER,7
BARANGAY 18-B,2022-11-01,DRUNK DRIVING,3
MATINA PANGI,2022-11-01,DISTURBANCE,5
ALFONSO ANGLIONGTO SR,2022-11-01,DRUNK DRIVING,6
LASANG,2022-11-01,ILLEGAL GAMBLING,7
DALIAO,2022-11-01,ONLINE SCAM,1
RIVERSIDE,2022-11-01,VANDALISM,7
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2022-11-01,ILLEGAL DRUGS,4
MALAGOS,2022-12-01,DISTURBANCE,7
SALUMAY,2022-12-01,ILLEGAL POSSESSION OF FIREARM,6
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2022-12-01,DISTURBANCE,5
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",2022-12-01,HACKING,2
TAMUGAN,2022-12-01,IDENTITY THEFT,4
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",2022-12-01,DATA BREACH,3
BARANGAY 11-A,2022-12-01,THEFT,3
TAPAK,2022-12-01,COMPUTER FRAUD,4
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",2022-12-01,DATA BREACH,1
WINES,2022-12-01,VANDALISM,6
BARANGAY 22-C,2022-12-01,ILLEGAL POSSESSION OF FIREARM,5
MABUHAY,2022-12-01,IDENTITY THEFT,3
WINES,2022-12-01,HACKING,1
TAPAK,2022-12-01,ILLEGAL GAMBLING,4
MALABOG,2022-12-01,THEFT,7
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2022-12-01,ILLEGAL POSSESSION OF FIREARM,3
BAGANIHAN,2022-12-01,CYBER LIBEL,3
BARANGAY 32-D,2022-12-01,ROBBERY,7
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",2022-12-01,IDENTITY THEFT,4
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2022-12-01,PHYSICAL INJURY,5
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2022-12-01,COMPUTER FRAUD,2
SALAYSAY,2022-12-01,ILLEGAL GAMBLING,6
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2022-12-01,THREATS,4
LACSON,2022-12-01,ROBBERY,5
SASA,2022-12-01,THEFT,6
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",2022-12-01,DATA BREACH,3
CATALUNAN GRANDE,2022-12-01,VANDALISM,3
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2022-12-01,IDENTITY THEFT,4
DALIAO,2022-12-01,RAPE,5
BARANGAY 14-B,2022-12-01,HACKING,4
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2022-12-01,HACKING,3
WINES,2022-12-01,ROBBERY,7
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2022-12-01,CYBER LIBEL,4
BARANGAY 5-A (POB.),2022-12-01,HACKING,4
MINTAL,2022-12-01,THREATS,6
SIRIB,2022-12-01,ROBBERY,5
EDEN,2022-12-01,COMPUTER FRAUD,1
BARANGAY 2-A (POB.),2022-12-01,DRUNK DRIVING,4
PAMPANGA,2022-12-01,THEFT,4
BARANGAY 18-B,2022-12-01,IDENTITY THEFT,4
WINES,2022-12-01,CYBER LIBEL,3
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2022-12-01,ROBBERY,4
BUDA,2022-12-01,RAPE,2
PANACAN,2022-12-01,THEFT,6
74-A (MATINA CROSSING),2022-12-01,UNAUTHORIZED ACCESS,2
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2022-12-01,THEFT,2
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2022-12-01,IDENTITY THEFT,2
CARMEN,2022-12-01,DRUNK DRIVING,7
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2022-12-01,ILLEGAL POSSESSION OF FIREARM,2
BARANGAY 17-B,2022-12-01,IDENTITY THEFT,2
BINUGAO,2022-12-01,HACKING,3
SALOY,2022-12-01,MURDER,2
TORII (POB.),2022-12-01,THEFT,2
74-A (MATINA CROSSING),2022-12-01,MURDER,7
"MANDUG (BRGY UNDER PS 13, DCPO)",2022-12-01,CYBER LIBEL,3
76-A BUCANA,2022-12-01,ILLEGAL GAMBLING,3
LAMANAN,2022-12-01,ROBBERY,3
TAMAYONG,2022-12-01,RAPE,4
SAN ISIDRO,2022-12-01,ILLEGAL GAMBLING,6
BARANGAY 27-C,2022-12-01,ONLINE SCAM,3
BARANGAY 32-D,2022-12-01,THREATS,3
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",2022-12-01,UNAUTHORIZED ACCESS,3
SIRIB,2022-12-01,UNAUTHORIZED ACCESS,4
BARANGAY 39-D (POB.),2022-12-01,DATA BREACH,1
40-D BOLTON ISLA,2022-12-01,DISTURBANCE,2
LAMANAN,2023-01-01,UNAUTHORIZED ACCESS,4
SALUMAY,2023-01-01,ILLEGAL DRUGS,4
BAYABAS,2023-01-01,IDENTITY THEFT,2
BARANGAY 5-A (POB.),2023-01-01,HACKING,4
BARANGAY 26-C,2023-01-01,IDENTITY THEFT,3
BARANGAY 22-C,2023-01-01,IDENTITY THEFT,4
EDEN,2023-01-01,ROBBERY,6
BAGO OSHIRO,2023-01-01,VANDALISM,6
TACUNAN,2023-01-01,DATA BREACH,1
"INDANGAN (BRGY UNDER PS 13, DCPO)",2023-01-01,ILLEGAL GAMBLING,4
TIBUNGCO,2023-01-01,THEFT,7
ILANG,2023-01-01,ILLEGAL GAMBLING,5
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2023-01-01,IDENTITY THEFT,2
LACSON,2023-01-01,IDENTITY THEFT,2
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2023-01-01,VANDALISM,6
SUAWAN (TULI),2023-01-01,RAPE,3
PAMPANGA,2023-01-01,ILLEGAL DRUGS,2
BANTOL,2023-01-01,ILLEGAL DRUGS,6
MAGSAYSAY,2023-01-01,THREATS,3
LASANG,2023-01-01,ILLEGAL DRUGS,6
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",2023-01-01,DISTURBANCE,5
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",2023-01-01,THEFT,7
SALAYSAY,2023-01-01,ILLEGAL DRUGS,5
BARANGAY 37-D,2023-01-01,ILLEGAL DRUGS,7
LACSON,2023-01-01,MURDER,7
BARANGAY 28-C,2023-01-01,COMPUTER FRAUD,1
MARILOG,2023-01-01,CYBER LIBEL,4
ALAMBRE,2023-01-01,HACKING,3
BUHANGIN (POB.),2023-01-01,ILLEGAL GAMBLING,2
LIZADA,2023-01-01,MURDER,2
COMMUNAL,2023-01-01,HACKING,2
MALABOG,2023-01-01,DISTURBANCE,2
BARANGAY 17-B,2023-01-01,ONLINE SCAM,2
COMMUNAL,2023-01-01,VANDALISM,7
SALAPAWAN,2023-01-01,DRUNK DRIVING,4
BAO JOAQUIN,2023-01-01,DRUNK DRIVING,2
BARANGAY 11-A,2023-01-01,ILLEGAL DRUGS,4
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2023-01-01,ILLEGAL GAMBLING,3
SALUMAY,2023-01-01,ONLINE SCAM,4
MATINA PANGI,2023-01-01,THEFT,2
SAN ISIDRO,2023-01-01,MURDER,6
SALUMAY,2023-01-01,COMPUTER FRAUD,2
RIVERSIDE,2023-01-01,ILLEGAL GAMBLING,2
"INDANGAN (BRGY UNDER PS 13, DCPO)",2023-01-01,UNAUTHORIZED ACCESS,3
76-A (BUCANA),2023-01-01,ILLEGAL POSSESSION OF FIREARM,4
MAHAYAG,2023-01-01,CYBER LIBEL,4
BARANGAY 38-D (OB.),2023-01-01,HACKING,3
SALOY,2023-01-01,CYBER LIBEL,4
EDEN,2023-01-01,THREATS,4
TAPAK,2023-01-01,ILLEGAL GAMBLING,2
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2023-01-01,RAPE,2
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2023-01-01,THREATS,4
TIBUNGCO,2023-01-01,CYBER LIBEL,2
FATIMA (BENOWANG),2023-01-01,MURDER,6
CABANTIAN,2023-01-01,CYBER LIBEL,2
BUNAWAN (POB.),2023-01-01,ILLEGAL POSSESSION OF FIREARM,7
TALOMO RIVER,2023-01-01,ILLEGAL DRUGS,3
SALAPAWAN,2023-01-01,THEFT,4
BARANGAY 13-B,2023-01-01,ONLINE SCAM,4
GUMITAN,2023-01-01,IDENTITY THEFT,1
BUNAWAN (POB.),2023-01-01,ONLINE SCAM,2
MARAPANGI,2023-01-01,VANDALISM,6
ALAMBRE,2023-01-01,CYBER LIBEL,3
PAMPANGA,2023-01-01,VANDALISM,6
PAQUIBATO (POB.),2023-01-01,THREATS,5
BARANGAY 26-C,2023-01-01,THREATS,7
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2023-01-01,RAPE,7
"MANDUG (BRGY UNDER PS 13, DCPO)",2023-01-01,UNAUTHORIZED ACCESS,4
BARANGAY 32-D,2023-01-01,CYBER LIBEL,1
TORII (POB.),2023-01-01,PHYSICAL INJURY,5
SALUMAY,2023-01-01,COMPUTER FRAUD,1
TUNGKALAN,2023-01-01,MURDER,3
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",2023-01-01,ILLEGAL POSSESSION OF FIREARM,3
TORII (POB.),2023-01-01,PHYSICAL INJURY,5
74-A (MATINA CROSSING),2023-01-01,THREATS,4
BARANGAY 3-A (POB.),2023-01-01,CYBER LIBEL,4
40-D BOLTON ISLA,2023-01-01,UNAUTHORIZED ACCESS,2
MATINA PANGI,2023-01-01,UNAUTHORIZED ACCESS,3
"INDANGAN (BRGY UNDER PS 13, DCPO)",2023-01-01,HACKING,4
BARANGAY 3-A (POB.),2023-01-01,RAPE,7
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2023-01-01,ROBBERY,3
MARAPANGI,2023-01-01,HACKING,3
BARANGAY 17-B,2023-01-01,HACKING,1
LACSON,2023-01-01,ILLEGAL DRUGS,5
MALAGOS,2023-01-01,THEFT,4
BARANGAY 27-C,2023-01-01,CYBER LIBEL,4
BARANGAY 26-C,2023-01-01,ROBBERY,6
BUDA,2023-01-01,THEFT,7
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2023-01-01,HACKING,4
BARANGAY 2-A (POB.),2023-01-01,DRUNK DRIVING,4
CABANTIAN,2023-01-01,MURDER,6
LIZADA,2023-01-01,CYBER LIBEL,1
BARANGAY 18-B,2023-01-01,VANDALISM,5
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",2023-01-01,ILLEGAL GAMBLING,2
BANGKAS HEIGHTS,2023-01-01,HACKING,3
BANTOL,2023-01-01,RAPE,7
BARANGAY 27-C,2023-01-01,CYBER LIBEL,3
BARANGAY 39-D (POB.),2023-01-01,IDENTITY THEFT,4
76-A BUCANA,2023-01-01,DISTURBANCE,3
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2023-02-01,ROBBERY,3
MATINA PANGI,2023-02-01,CYBER LIBEL,2
SALOY,2023-02-01,CYBER LIBEL,2
MAPI-ILA,2023-02-01,CYBER LIBEL,1
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",2023-02-01,IDENTITY THEFT,2
MALABOG,2023-02-01,HACKING,3
MARILOG,2023-02-01,COMPUTER FRAUD,2
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",2023-02-01,DATA BREACH,3
GUMALANG,2023-02-01,UNAUTHORIZED ACCESS,2
ILANG,2023-02-01,CYBER LIBEL,3
ILANG,2023-02-01,CYBER LIBEL,3
BAGUIO PROPER,2023-02-01,ILLEGAL GAMBLING,7
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",2023-02-01,DATA BREACH,1
76-A (BUCANA),2023-02-01,ROBBERY,7
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",2023-02-01,DRUNK DRIVING,4
CAWAYAN,2023-02-01,DISTURBANCE,2
TALOMO (POB.),2023-02-01,HACKING,3
NEW VALENCIA,2023-02-01,ROBBERY,3
BANTOL,2023-02-01,CYBER LIBEL,1
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2023-02-01,PHYSICAL INJURY,7
BUNAWAN (POB.),2023-02-01,COMPUTER FRAUD,1
TIBUNGCO,2023-02-01,COMPUTER FRAUD,3
ALAMBRE,2023-02-01,RAPE,3
BARANGAY 18-B,2023-02-01,COMPUTER FRAUD,1
76-A BUCANA,2023-02-01,DRUNK DRIVING,2
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",2023-02-01,UNAUTHORIZED ACCESS,1
WANGAN,2023-02-01,ONLINE SCAM,2
MINTAL,2023-02-01,THEFT,4
GUMITAN,2023-02-01,PHYSICAL INJURY,2
BANTOL,2023-02-01,VANDALISM,4
BUDA,2023-02-01,RAPE,3
LAMANAN,2023-02-01,MURDER,5
BARANGAY 38-D (OB.),2023-02-01,UNAUTHORIZED ACCESS,4
NEW VALENCIA,2023-02-01,COMPUTER FRAUD,3
"WAAN (BRGY UNDER ps 13, DCPO)",2023-02-01,DISTURBANCE,7
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",2023-02-01,RAPE,3
BARANGAY 2-A (POB.),2023-02-01,PHYSICAL INJURY,3
"BALIOK (BRGY IS NOW UNDER PS 17, DCPO)",2023-02-01,HACKING,4
PANACAN,2023-02-01,THREATS,3
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",2023-02-01,THEFT,7
BARANGAY 39-D (POB.),2023-02-01,VANDALISM,4
BARANGAY 23-C,2023-02-01,DISTURBANCE,3
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",2023-02-01,ILLEGAL POSSESSION OF FIREARM,7
FATIMA (BENOWANG),2023-02-01,THREATS,5
MINTAL,2023-02-01,HACKING,4
BARANGAY 27-C,2023-02-01,CYBER LIBEL,2
40-D BOLTON ISLA,2023-02-01,UNAUTHORIZED ACCESS,1
FATIMA (BENOWANG),2023-02-01,THREATS,6
MATINA PANGI,2023-02-01,CYBER LIBEL,1
BINUGAO,2023-02-01,THREATS,5
BARANGAY 2-A (POB.),2023-02-01,ONLINE SCAM,2
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",2023-02-01,DATA BREACH,4
RIVERSIDE,2023-02-01,THREATS,7
TALOMO (POB.),2023-02-01,HACKING,2
SALOY,2023-02-01,COMPUTER FRAUD,4
LACSON,2023-02-01,COMPUTER FRAUD,1
PANACAN,2023-02-01,RAPE,2
CATALUNAN GRANDE,2023-02-01,ONLINE SCAM,4
76-A BUCANA,2023-02-01,MURDER,5
BUNAWAN (POB.),2023-02-01,MURDER,4
NEW VALENCIA,2023-02-01,UNAUTHORIZED ACCESS,1
MARAPANGI,2023-02-01,MURDER,3
WANGAN,2023-02-01,COMPUTER FRAUD,3
WINES,2023-02-01,DISTURBANCE,6
BARANGAY 28-C,2023-02-01,ILLEGAL DRUGS,7
74-A (MATINA CROSSING),2023-02-01,ROBBERY,4
BARANGAY 38-D (OB.),2023-02-01,CYBER LIBEL,2
TAMAYONG,2023-02-01,ONLINE SCAM,1
SASA,2023-02-01,DISTURBANCE,2
"BAGO GALLERA (BRGY IS NOW UNDER PS 17, DCPO)",2023-02-01,IDENTITY THEFT,2
BARANGAY 11-A,2023-02-01,THREATS,5
LUBOGAN,2023-02-01,ILLEGAL GAMBLING,2
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",2023-02-01,ILLEGAL DRUGS,4
"WAAN (BRGY UNDER ps 13, DCPO)",2023-02-01,ILLEGAL POSSESSION OF FIREARM,5
SALAPAWAN,2023-02-01,MURDER,6
BARANGAY 22-C,2023-02-01,DRUNK DRIVING,7
"ACACIA (BRGY UNDER PS 13, DCPO)",2023-02-01,ILLEGAL GAMBLING,4
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",2023-02-01,ILLEGAL GAMBLING,4
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",2023-02-01,DISTURBANCE,7
TIBUNGCO,2023-02-01,CYBER LIBEL,3
MABUHAY,2023-02-01,DRUNK DRIVING,3
ILANG,2023-02-01,ILLEGAL DRUGS,6
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2023-02-01,RAPE,2
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",2023-02-01,CYBER LIBEL,2
TAMAYONG,2023-02-01,HACKING,2
SUAWAN (TULI),2023-02-01,DATA BREACH,4
BARANGAY 11-A,2023-02-01,CYBER LIBEL,1
NEW VALENCIA,2023-02-01,HACKING,4
BUHANGIN (POB.),2023-02-01,HACKING,2
COMMUNAL,2023-02-01,DRUNK DRIVING,2
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",2023-02-01,MURDER,5
TACUNAN,2023-02-01,CYBER LIBEL,3
BARANGAY 18-B,2023-02-01,ILLEGAL POSSESSION OF FIREARM,2
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",2023-02-01,ILLEGAL DRUGS,2
SIRIB,2023-02-01,COMPUTER FRAUD,1
TIBUNGCO,2023-02-01,COMPUTER FRAUD,2
BAGANIHAN,2023-02-01,THREATS,2
SUBASTA,2023-02-01,DRUNK DRIVING,6
GUMITAN,2023-02-01,PHYSICAL INJURY,2
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",2023-02-01,PHYSICAL INJURY,6
PAMPANGA,2023-03-01,RAPE,6
TORII (POB.),2023-03-01,ROBBERY,2
TORII (POB.),2023-03-01,ILLEGAL POSSESSION OF FIREARM,4
ALAMBRE,2023-03-01,DATA BREACH,2
BINUGAO,2023-03-01,VANDALISM,4
SALAYSAY,2023-03-01,PHYSICAL INJURY,2
BAO JOAQUIN,2023-03-01,THREATS,6
PAQUIBATO (POB.),2023-03-01,VANDALISM,3
SALOY,2023-03-01,HACKING,4
WINES,2023-03-01,MURDER,5
"BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)",2023-03-01,THREATS,5
BINUGAO,2023-03-01,CYBER LIBEL,2
76-A BUCANA,2023-03-01,RAPE,5
BARANGAY 39-D (POB.),2023-03-01,COMPUTER FRAUD,4
BARANGAY 39-D (POB.),2023-03-01,HACKING,4
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",2023-03-01,VANDALISM,7
CAWAYAN,2023-03-01,DATA BREACH,1
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",2023-03-01,DATA BREACH,3
SALOY,2023-03-01,CYBER LIBEL,2
PANACAN,2023-03-01,PHYSICAL INJURY,7
40-D BOLTON ISLA,2023-03-01,THEFT,7
EDEN,2023-03-01,THREATS,7
PANALUM,2023-03-01,MURDER,2
BARANGAY 28-C,2023-03-01,ILLEGAL DRUGS,3
CAWAYAN,2023-03-01,CYBER LIBEL,3
PANACAN,2023-03-01,ILLEGAL POSSESSION OF FIREARM,6
SAN ISIDRO,2023-03-01,PHYSICAL INJURY,4
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",2023-03-01,THEFT,2
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",2023-03-01,RAPE,2
CATALUNAN GRANDE,2023-03-01,DISTURBANCE,6
CALINAN (POB.),2023-03-01,DATA BREACH,2
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",2023-03-01,THREATS,4
CAWAYAN,2023-03-01,ILLEGAL DRUGS,6
CATALUNAN GRANDE,2023-03-01,ILLEGAL GAMBLING,2
BARANGAY 13-B,2023-03-01,ROBBERY,6
FATIMA (BENOWANG),2023-03-01,RAPE,3
BARANGAY 27-C,2023-03-01,THEFT,7
LAMANAN,2023-03-01,DRUNK DRIVING,7
TAMBOBONG,2023-03-01,DISTURBANCE,5
SALUMAY,2023-03-01,ILLEGAL POSSESSION OF FIREARM,3
FATIMA (BENOWANG),2023-03-01,ILLEGAL POSSESSION OF FIREARM,3
"WAAN (BRGY UNDER ps 13, DCPO)",2023-03-01,VANDALISM,3
"WAAN (BRGY UNDER ps 13, DCPO)",2023-03-01,COMPUTER FRAUD,4
DALIAO,2023-03-01,HACKING,1
SALAYSAY,2023-03-01,MURDER,4
BINUGAO,2023-03-01,HACKING,2
TAMAYONG,2023-03-01,PHYSICAL INJURY,6
CABANTIAN,2023-03-01,RAPE,7
